candidate_id,full_name,email,phone,age,graduation_year,institute,degree,major,current_city,applied_role,current_title,career_path,total_experience,num_employers,company_type,company_size,skills,certifications,technical_assessment,aptitude_score,last_rating,kpi_met,awards,trainings_last_year,training_hours,recruitment_channel,last_job_change,currently_enrolled,overtime_history,current_ctc,expected_ctc,notice_period,recruiter_note,post_hire_score
CH-8OC5WR,Satish Roy,satish.roy719@gmail.com,+91 9103567113,42,2011,Institute of Technology and Management,Diploma,STEM,Hyderabad,DevOps / SRE,Staff DevOps Engineer,DevOps Engineer I (1.4y) -> Associate DevOps Engineer (0.4y) -> DevOps Engineer (2.9y) -> Staff DevOps Engineer (2.6y) -> Senior DevOps Engineer (3.8y) -> Lead DevOps Engineer (2.4y) -> Tech Lead (1.2y),14.7 yrs,8,,10000+,Amazon Web Services | k8s,,46,8.2,5,No,0,2,111,Job Portal,1,no_enrollment,No,41.53L,52.34L,30 days,Carried the pager for a tier-1 service and drove incident post-mortems. Missed two sprint commitments last quarter. Prefers product companies.,27.5
CH-WA926R,Abhigyan Rajpoot,abhigyan.rajpoot782@rediffmail.com,+91 8374874966,37,2018,Dav University,M.Sc,STEM,Kochi,Data Scientist,Data Scientist,Associate Data Scientist (5.7 yrs) > Data Scientist II (0.9 yrs),6.6 years,1,,,"Kotlin,T-SQL,PYTHON",AWS Certified Solutions Architect,41,4.2,4,1,None,1,109,LinkedIn,1,no_enrollment,No,"₹19,93,000",24.3 lpa,60 days,,50.7
CH-Y3YKNG,Neelima Dhoundial,neelima.dhoundial393@hotmail.com,+91 6719063005,50,1988,Lalit Narayan Mithila University,Bachelor of Technology,STEM,Jaipur,Product Analyst,Head of Product,Trainee Product Analyst (3.0y) | Staff Product Analyst (6.7y) | Tech Lead (1.4y) | Head of Product (8.2y) | VP Product (2.4y) | VP Product (3.6y),25 years,3,Public Sector,5000-9999,"Golang, Python, SpringBoot, experimentation, MS Excel, MS Azure, Statistical Modelling, django, Tableau, MySQL",,87/100,5.3,5,Y,0,1,42,Campus,>4,no_enrollment,No,52.58L,64.8 LPA,Serving notice - 30 days,Consistently delivered ahead of sprint commitments. Hiring manager flagged excellent system-design round.,0.0
CH-ID5HZU,Lakshmi Nagar,lakshmi.nagar457@rediffmail.com,+91 9229159745,41,2007,Saveetha School of Engineering,Bachelor of Technology,,Hyderabad,Data Scientist,"Director, Data Science",Associate Data Scientist (0.6 yrs) -> Data Scientist I (2.3 yrs) -> Trainee Data Scientist (1.8 yrs) -> Data Scientist III (2.9 yrs) -> Data Scientist II (2.4 yrs) -> Data Scientist Lead (3.8 yrs) -> Data Science Manager (3.6 yrs) -> Head of Data Science (0.8 yrs),18.1 yrs,3,Pvt Ltd,1000-4999,"Scikit Learn,airflow,Git,Excel,google cloud platform,AB testing,hypothesis testing",TensorFlow Developer,absent,4.7,1,N,-,3,196,LinkedIn,1,no_enrollment,No,60.0 LPA,INR 82.6 lakh,0 days,,38.1
CH-IPUD6H,Manjula Prakash,manjula.prakash589@hotmail.com,+91 6712737221,40,2007,CHRIST UNIVERSITY,B.Sc,STEM,Pune,DevOps / SRE,"Director, Infrastructure","Junior DevOps Engineer [22 mo] -> Junior DevOps Engineer [10 mo] -> Tech Lead [53 mo] -> Lead DevOps Engineer [30 mo] -> Infrastructure Manager [13 mo] -> VP Infrastructure [39 mo] -> Director, Infrastructure [20 mo] -> VP Infrastructure [31 mo]",18.1,1,Pvt Ltd,100-500,Kubernetes; linux; Python3; PostgreSQL; MS Azure; Jenkins; Terraform,,81/100,8.6,5.0,Yes,0,3,61,LinkedIn,1,no_enrollment,Yes,38.6 LPA,43.82L,Serving notice - 45 days,Prefers hybrid work. Hiring manager flagged excellent system-design round.,81.4
CH-LYW0PK,Rajshree Sawant,rajshree.sawant855@hotmail.com,+91 7762317483,41,2006,IIT Delhi,Btech,STEM,Gurgaon,Mobile Engineer,Mobile Manager,Mobile Developer Intern (2.0 yrs) > Intern (4.8 yrs) > Senior Mobile Developer (5.4 yrs) > Manager - Mobile (0.8 yrs) > Mobile Manager (3.0 yrs) > Manager - Mobile (0.9 yrs),16.9 yrs,1,,,"Kotlin,React,REST APIs,SpringBoot,Flask,Express/Node",Azure Fundamentals,38,7.3,Meets Expectations,0,0,1,44,Job Portal,never,no_enrollment,No,38.40L,41.7 LPA,15 days,Carried the pager for a tier-1 service and drove incident post-mortems. Has a pre-planned vacation next month.,22.4
CH-Z3TK8Z,Kesari Singhi,kesari.singhi974@rediffmail.com,+91 9552732033,34,2023,Indian Institute of Technology Hyderabad,B.Sc,,Calcutta,Data Scientist,Junior Data Scientist,Associate Data Scientist (2.6 yrs),2+ yrs,1,Pvt Ltd,10/49,Pandas; HDFS; PyTorch; SQL; workflow orchestration (Airflow),Databricks Associate,38,5.3,4,no,-,1,88,Direct,3,no_enrollment,No,9.6 LPA,12.8 LPA,Available now,Primary on-call owner for the payments service; wrote most runbooks.,44.4
CH-HJOD7B,Suneeti Awasthi,suneeti.awasthi10@rediffmail.com,+91 9443966180,35,2015,Bengal Engineering College,B.Sc,No Major,Coimbatore,Data Engineer,Data Engineer III,Associate Data Engineer [41 mo] → Data Engineer I [16 mo] → Data Engineer [48 mo] → Data Engineer III [20 mo],125 months,1,Early Stage Startup,<10,Amazon Web Services; Hadoop; NumPy; Apache Airflow; spark; Structured Query Language; tableau; Graph QL; kafka,,71,,,FALSE,None,2,52,Direct,1,no_enrollment,Yes,"₹21,37,000",23.23L,1 month,Needed frequent guidance during design discussions. Interested in the Bengaluru office.,43.5
CH-Q5ZGQ1,Rajendra Bhaskar,rajendra.bhaskar747@hotmail.com,+91 7315161907,37,2010,Uttar Pradesh Technical University,M.Tech,STEM,Pune,DevOps / SRE,Manager - Infrastructure,Junior DevOps Engineer [66 mo] -> Trainee DevOps Engineer [39 mo] -> DevOps Engineer II [17 mo] -> Principal DevOps Engineer [34 mo] -> Manager - Infrastructure [24 mo],180 months,1,Pvt Ltd,100-500,Microservices | PYTHON | EKS/GKE | GitHub Actions,AWS Certified Solutions Architect; TensorFlow Developer; NPTEL DSA (Elite),49,6.1,4/5,1,0,1,23,Campus,>4,no_enrollment,No,51.9 LPA,"₹79,52,000",0 days,,22.6
CH-L760RF,Atharva Dey,atharva.dey329@hotmail.com,+91 8277670355,34,2013,Indian Institute of Technology Delhi,B.Sc,STEM,Kolkata,Mobile Engineer,Principal Mobile Developer,Associate Mobile Developer [19 mo] | Mobile Developer [28 mo] | Junior Mobile Developer [36 mo] | Staff Mobile Developer [23 mo] | Manager - Mobile [10 mo] | Principal Mobile Developer [23 mo],11.6 years,1,Pvt Ltd,10000+,"Java 8, vuejs, Kotlin, Android SDK, JS",Google Professional Data Engineer; Azure Fundamentals,,3.1,4,No,0,1,101,LinkedIn,1,no_enrollment,No,INR 36.7 lakh,"₹58,08,000",30 days,Communication in the panel round was unclear. Interested in the Bengaluru office.,29.9
CH-RDUAUT,Prakhar Nahar,prakhar.nahar134@outlook.com,+91 9178643434,36,2013,Indian Institute of Information Technology Allahabad,B.Sc,STEM,Hyderabad,Backend Engineer,Lead Software Engineer,Associate Software Engineer (2.7 yrs) > Software Engineer I (1.2 yrs) > Trainee Software Engineer (1.6 yrs) > Staff Software Engineer (1.8 yrs) > Software Engineer Lead (1.3 yrs) > Tech Lead (4.3 yrs),12.8,5,Pvt Ltd,<10,"PostgreSQL,redis,selenium,RN,SQL,Python,kotlin,HTML,FastAPI,natural language processing",TensorFlow Developer; Google Professional Data Engineer,59,6.7,3,yes,0,1,20,Campus,2,no_enrollment,No,2513000,32.3 lpa,30 days,Owned production incidents end-to-end during on-call rotations. Has a pre-planned vacation next month.,39.6
CH-BDA80B,Amartya Gunji,amartya.gunji658@outlook.com,+91 9989837273,42,2005,Central Institute of English and Foreign Languages,Btech,Business Degree,Jaipur,QA Automation Engineer,Head of Quality,Apprentice [88 mo] | Trainee QA Engineer [43 mo] | Associate QA Engineer [11 mo] | QA Engineer [24 mo] | Senior QA Engineer [7 mo] | Head of Quality [33 mo] | Head of Quality [28 mo],19.6 yrs,5,,,tensorflow | rest api | SQL | CI/CD | Graph QL,CKA; Google Professional Data Engineer,38,2.0,5.0,Yes,-,2,13,Employee Referral,3,no_enrollment,Yes,"₹45,99,000",59.3 LPA,30 days,Open to weekend shifts.,11.0
CH-YMC29R,Shivpoojan Goswami,shivpoojan.goswami745@rediffmail.com,+91 7917641264,47,2001,Central Institute of English and Foreign Languages,BCA,STEM,Hyderabad,Product Analyst,Head of Product,Apprentice (3.4 yrs) → Trainee (2.6 yrs) → Trainee (1.9 yrs) → Product Analyst (5.1 yrs) → Product Analyst I (4.8 yrs) → Lead Product Analyst (2.0 yrs) → Head of Product (4.4 yrs),20+ years,1,,500-999,SQL | k8s | Computer Vision | Python3 | Advanced Excel | Tableau | RESTful services,Oracle Java SE,55,5.6,Meets Expectations,N,-,1,16,Campus,never,no_enrollment,No,INR 72.3 lakh,8.67 Cr,Serving notice - 60 days,Hiring manager flagged excellent system-design round. Primary on-call owner for the payments service; wrote most runbooks.,21.4
CH-82ZY4M,Abhisar Bala,abhisar.bala233@yahoo.co.in,+91 7228610959,30,2019,National Institute of Technology Warangal,M.Sc,STEM,Kochi,QA Automation Engineer,QA Engineer,Associate QA Engineer [17 mo] > QA Engineer II [8 mo] > QA Engineer [34 mo],5.0 yrs,1,NGO,100-500,"selenium,Redis,T-SQL,PYTHON,cypress.io,ci-cd",,59,8.6,3,N,0,3,94,Job Portal,1,Part time course,Yes,16.7 LPA,20.0 LPA,15 days,Hiring manager flagged excellent system-design round. Shipped a feature used by 1M+ users. Prefers hybrid work.,81.5
CH-WUALXR,Indumati Rana,indumati.rana321@outlook.com,+91 7443932476,27,2021,Pandit Ravi Shankar Shukla University,Polytechnic Diploma,STEM,Nagpur,ML Engineer,ML Engineer II,Trainee ML Engineer (1.1y) -> ML Engineer (2.9y) -> ML Engineer II (0.6y),4.6 years,6,Pvt Ltd,,TensorFlow; Torch,,32.0 %,6.8,1,FALSE,0,2,31,Job Portal,never,no_enrollment,No,13.7 lpa,"$23,817",45 days,Asked about relocation support.,33.7
CH-WXR96X,Vaani Menon,vaani.menon65@outlook.com,+91 8619031604,50,1998,BITS Pilani,Bachelor of Technology,STEM,Gurgaon,QA Automation Engineer,Head of Quality,"Apprentice (4.6y) > QA Engineer Intern (3.2y) > QA Engineer I (6.8y) > QA Engineer Lead (4.1y) > Head of Quality (2.1y) > Director, Quality (4.8y) > VP Quality (0.9y)",>20,1,Pvt Ltd,10000+,rest api; python 3; microservice architecture; Core Java; Bash/Linux; react js; Cypress; GitHub Actions; Selenium,Azure Fundamentals; TensorFlow Developer,29,7.2,5,Y,None,2,34,Referral,2,no_enrollment,No,"₹83,57,000",12694000,2 months,Strong ownership; drove a cross-team initiative. Open to weekend shifts.,63.8
CH-WWRH14,Brijbhushan Parekh,brijbhushan.parekh372@hotmail.com,+91 8198844752,34,2015,Indian Institute of Technology Guwahati,Bachelor of Technology,STEM,Hyderabad,Data Scientist,Sr. Data Scientist,Associate Data Scientist (2.5y) -> Senior Data Scientist (3.7y) -> Sr. Data Scientist (3.5y) -> Senior Data Scientist (1.0y),10+ yrs,1,Funded Startup,10/49,k8s; AWS; python; TensorFlow,Scrum Master (CSM),50,6.8/10,5/5,Y,None,1,84,Job Portal,1,no_enrollment,No,"₹34,85,000",INR 60.6 lakh,2 months,,56.2
CH-WNSRO0,Anveshita Mahajan,anveshita.mahajan857@gmail.com,+91 8958652883,32,2021,Indian Institute of Technology Delhi,Bachelor of Technology,STEM,Madras,Product Analyst,Product Analyst III,Trainee Product Analyst (0.8 yrs) > Product Analyst (1.6 yrs) > Product Analyst (1.0 yrs) > Senior Product Analyst (0.5 yrs),47 months,1,,1000-4999,A/B testing; Pandas; excel; Python3; android,NPTEL DSA (Elite); Scrum Master (CSM),69,5.8/10,5,Y,None,1,17,Direct,1,Part time course,No,"₹27,28,000",33.08L,1 month,Interested in the Bengaluru office. Strong ownership; drove a cross-team initiative.,56.0
CH-C971UL,Ranbir Kamath,ranbir.kamath515@yahoo.co.in,+91 9470228305,47,2000,Indian Institute of Information Technology Allahabad,Btech,STEM,Gurugram,Mobile Engineer,"Director, Mobile","Mobile Developer Intern [56 mo] > Trainee Mobile Developer [25 mo] > Mobile Developer II [22 mo] > Mobile Developer II [35 mo] > Mobile Developer [80 mo] > VP Mobile [30 mo] > Director, Mobile [19 mo] > VP Mobile [28 mo]",25 years,4,Public Sector,1000-4999,"Google Cloud, version control, Dart/Flutter, Kotlin, RESTful services, Android, swift",Coursera ML Specialization; Google Professional Data Engineer,88,7.5,Outstanding,N,0,1,22,LinkedIn,1,no_enrollment,Yes,52.09L,"₹78,62,000",30 days,Currently exploring 2-3 other offers. Reference check was lukewarm about teamwork.,72.6
CH-ZCPFX5,Raghavi Agrawal,raghavi.agrawal192@yahoo.co.in,+91 8442977437,41,2019,Gulbarga University,Bachelor of Technology,Other,Mysuru,QA Automation Engineer,QA Engineer,QA Engineer I (2.3y) → QA Engineer I (2.5y) → QA Engineer II (1.9y),6.7 yrs,1,,,Swift; Structured Query Language; Go,,46,5.8,3,yes,0,1,112,Job Portal,never,Full time course,Yes,"₹14,29,000",14.52L,Serving notice - 45 days,,28.0
CH-2KBHW2,Rajeev Dhanuka,rajeev.dhanuka884@gmail.com,+91 8986397593,,2019,  IIT-D ,Btech,STEM,Kochi,DevOps / SRE,Senior DevOps Engineer,Trainee DevOps Engineer [42 mo] → DevOps Engineer [8 mo] → Sr. DevOps Engineer [22 mo],6.0,7,Pvt Ltd,50-99,"kafka, NLP, Linux, containers (docker), aws, CICD, HCL",AWS Certified Solutions Architect; Oracle Java SE,55,5.9,Unsatisfactory,No,1,1,79,Job Portal,2,Part time course,No,1696000,18.96L,45 days,Enquired about ESOPs.,86.4
CH-OX471L,Bhawna Purohit,bhawna.purohit29@hotmail.com,+91 7909750476,29,2024,SRM Institute Of Science & Technology,BCA,Business Degree,Pune,Full Stack Engineer,Full Stack Developer I,Trainee Full Stack Developer [21 mo],1.8 years,1,Pvt Ltd,10/49,mongodb | CSS | RESTful services | ReactJS | javascript | Statistics | Express/Node | SQL | Dockerization,,78,5.9,4,TRUE,None,1,218,Direct,1,no_enrollment,No,11.2 lpa,INR 16.6 lakh,30 days,,93.9
CH-MH9SL6,Shilpi Scindia,shilpi.scindia290@gmail.com,+91 6762446044,47,2001,"Birla Institute of Technology, Ranchi",PhD,STEM,Pune,DevOps / SRE,DevOps Engineer,Trainee DevOps Engineer (3.7 yrs) → Associate DevOps Engineer (5.5 yrs) → DevOps Engineer I (7.0 yrs) → DevOps Engineer (1.8 yrs) → DevOps Engineer (6.5 yrs),24 years,6,Pvt Ltd,5000-9999,"terraform,CV (images),postgres,EKS/GKE,ci-cd,Linux,Docker,MS Azure,RN,Kafka,Python,golang",Azure Fundamentals; Coursera ML Specialization,79/100,6.9,,1,0,1,4,Job Portal,4,no_enrollment,No,4168000,6807000,30 days,Prefers hybrid work.,68.6
CH-OKU4LA,Aviral Seth,aviral.seth90@outlook.com,+91 8879406300,28,2022,Mahatma Jyotiba Phule Rohilkhand University Bareilly,BE,,Patna,Full Stack Engineer,Junior Full Stack Developer,Trainee Full Stack Developer (3.2y) > Junior Full Stack Developer (0.2y),3.4 years,2,,,TypeScript; RESTful services; JavaScript; T-SQL; fastapi,Databricks Associate; CKA; TensorFlow Developer; PMP,49,5.4,Meets Expectations,No,0,3,111,Job Portal,never,no_enrollment,No,11.84L,16.2 lpa,1 month,Plays in a local cricket league.,39.5
CH-BC3F2P,Meghna Ambani,meghna.ambani902@yahoo.co.in,+91 8694501117,49,1999,Indian Institute of Technology Delhi,B.E.,STEM,Gurgaon,DevOps / SRE,Head of Infrastructure,Associate DevOps Engineer [60 mo] -> DevOps Engineer [57 mo] -> Senior DevOps Engineer [16 mo] -> DevOps Engineer Lead [97 mo] -> Infrastructure Manager [35 mo] -> VP Infrastructure [58 mo],27 years,7,Pvt Ltd,1000-4999,k8s | docker | Kafka | Bash/Linux | golang | Angular,,60/100,4.6,5,no,-,1,192,Campus,>4,no_enrollment,Yes,72.3 LPA,83.85L,1 month,,35.0
CH-01JW5E,Reeta Parekh,reeta.parekh829@hotmail.com,+91 8483636569,41,2008,Indian Institute of Science,Polytechnic Diploma,STEM,Ranchi,Product Analyst,"Director, Product",Junior Product Analyst (2.2 yrs) → Product Analyst (2.9 yrs) → Product Analyst III (4.2 yrs) → Tech Lead (0.9 yrs) → Principal Product Analyst (2.1 yrs) → Head of Product (2.5 yrs) → Head of Product (2.4 yrs),17.2,5,Pvt Ltd,1000-4999,pytorch | Apache Kafka | tableau | Advanced Excel | AngularJS | split testing | PYTHON,,44,5.1,5,1,None,1,42,Direct,1,no_enrollment,No,INR 46.0 lakh,"₹59,05,000",30 days,Currently exploring 2-3 other offers. Struggled with the debugging exercise.,4.4
CH-U9JI5R,Vineeta Shorey,vineeta.shorey336@gmail.com,+91 9207235699,50,2007,Jaypee Institute of Information Technology,Btech,STEM,Hyderabad,Product Analyst,"Director, Product",Junior Product Analyst (2.6y) → Associate Product Analyst (1.7y) → Product Analyst II (2.5y) → Tech Lead (2.8y) → Principal Product Analyst (4.3y) → VP Product (1.2y) → Head of Product (3.7y),18.8 years,1,Pvt Ltd,100-500,PANDAS; vuejs; AWS,,32,,Meets Expectations,N,0,1,18,Sourcing,4,no_enrollment,Yes,4518000,5216000,30 days,,34.0
CH-PMKY7G,Awantika Gadkari,awantika.gadkari375@outlook.com,+91 8665547509,32,2014,Ranchi University,B.Sc,,Coimbatore,Data Engineer,Sr. Data Engineer,Associate Data Engineer (1.4y) → Data Engineer (2.1y) → Data Engineer (3.9y) → Sr. Data Engineer (0.6y),8.0 years,2,Pvt Ltd,1000-4999,"numpy, natural language processing, Tableau, python, version control, pandas, experimentation, Power BI, K8s, Go, SciKit-Learn, Hadoop, Amazon Web Services",PMP,N/A,5.9,5/5,1,0,2,13,Campus,1,no_enrollment,Yes,"₹22,22,000",2668000,15 days,Currently exploring 2-3 other offers.,28.8
CH-EH6O1C,Ayush Jhunjhunwala,ayush.jhunjhunwala299@hotmail.com,+91 9799895446,32,2024,Sharda University,B.E.,,Gurugram,ML Engineer,ML Engineer II,ML Engineer I (0.6y) → ML Engineer (1.1y) → ML Engineer II (0.2y),22 months,3,,100-500,react js; Python3; kafka; docker; PyTorch,,47/100,4.0,4,N,0,2,34,Job Portal,1,Full time course,No,1467000,20.9 LPA,30 days,,37.0
CH-SQK43E,Tejprakash Sahay,tejprakash.sahay460@gmail.com,+91 6889229973,37,2010,Indian Institute of Technology Guwahati,MBA,STEM,Pune,ML Engineer,ML Engineer,Junior ML Engineer [61 mo] | Intern [84 mo] | ML Engineer II [32 mo],14.7 yrs,1,Funded Startup,50-99,model deployment; Scikit Learn; SQL,PMP,52,7.0,5,Yes,0,1,72,Sourcing,1,no_enrollment,Yes,34.4 LPA,INR 42.1 lakh,30 days,Struggled with the debugging exercise.,47.1
CH-OTR31N,Poonam Tomar,poonam.tomar468@hotmail.com,+91 7662978917,45,2021,"Indian Institute of Technology, Bombay",B.Tech,Humanities,Pune,DevOps / SRE,Trainee DevOps Engineer,DevOps Engineer I [30 mo] → Associate DevOps Engineer [30 mo],5+ yrs,1,Pvt Ltd,10000+,"Kafka,Git,EKS/GKE,Golang,linux,terraform,Amazon Web Services,Dockerization,ReactJS",Google Professional Data Engineer,46.0 %,4.1,5,Y,0,1,56,Direct,3,no_enrollment,No,21.0 LPA,"₹26,36,000",15 days,,55.5
CH-IGCFJ1,Megha Modanwal,megha.modanwal653@outlook.com,+91 6511651765,49,2000,Sikha 'O' Anushandhan University,BE,,Pune,QA Automation Engineer,Head of Quality,Trainee (2.5 yrs) > Trainee QA Engineer (2.2 yrs) > QA Engineer I (2.6 yrs) > Tech Lead (2.6 yrs) > Manager - Quality (5.4 yrs) > Quality Manager (1.9 yrs) > VP Quality (2.8 yrs) > Head of Quality (5.6 yrs),20+ years,4,Pvt Ltd,,"Selenium, Structured Query Language, cypress.io, sklearn, SCSS",,53,5.2,2,Y,-,1,30,Job Portal,2,no_enrollment,No,55.2 LPA,6858000,15 days,,15.2
CH-88A19N,Vishnupriya Singhaniya,vishnupriya.singhaniya903@yahoo.co.in,+91 8467298297,25,2025,"Indian Institute of Technology, Patna",B.Tech,STEM,Bhubaneswar,QA Automation Engineer,Trainee,Trainee (0.5 yrs),6 months,1,,<10,"Cypress, cpp, Excel",Databricks Associate,34/100,4.6,New joiner - not rated,N,0,1,104,Employee Referral,1,no_enrollment,Yes,3.0 lpa,"₹4,15,000",0 days,Led the migration of a legacy monolith to services.,39.8
CH-8JL07T,Aditi Dhanuka,aditi.dhanuka556@hotmail.com,+91 9841699220,47,2016,University of Kota,MS,STEM,Visakhapatnam,Full Stack Engineer,Associate Full Stack Developer,Junior Full Stack Developer (0.7y) -> Junior Full Stack Developer (2.0y) -> Associate Full Stack Developer (0.6y),3.4 years,1,Early Stage Startup,10/49,"docker,ReactJS,ES6,Node.js,rest api",Oracle Java SE,33,5.8,4,Yes,0,1,202,Job Portal,1,Full time course,No,8.42L,"₹8,07,000",15 days,Has a pre-planned vacation next month.,42.1
CH-FI1MTJ,Arpan Poddar,arpan.poddar425@gmail.com,+91 7829575804,32,2017,Charotar University of Science and Technology,Btech,STEM,Ranchi,Frontend Engineer,Staff Frontend Engineer,Associate Frontend Engineer [9 mo] | Frontend Engineer II [7 mo] | Frontend Engineer [17 mo] | Sr. Frontend Engineer [27 mo] | Staff Frontend Engineer [35 mo],7.9 years,1,,,"HTML5, RN",TensorFlow Developer; PMP,50,4.7/10,5,1,None,1,28,Employee Referral,2,no_enrollment,Yes,"₹37,68,000",38.41L,15 days,Struggled with the debugging exercise. Primary on-call owner for the payments service; wrote most runbooks.,25.2
CH-4BAJKB,Rakesh Atrey,rakesh.atrey18@gmail.com,+91 6991988048,44,2005,Amravati University,BCA,STEM,Hyderabad,Product Analyst,Product Analyst,Product Analyst I (8.9 yrs) | Product Analyst II (11.8 yrs),>20,1,Public Sector,50-99,android; pandas; sql; experimentation,NPTEL DSA (Elite),0.33,4.6,3,N,None,1,8,Campus,2,no_enrollment,Yes,80.98L,"₹1,04,74,000",Immediate joiner,,4.3
CH-QCAQLE,Palki Kannaujiya,palki.kannaujiya260@gmail.com,+91 9809160455,33,2018,Anna University,Btech,STEM,Hyderabad,Data Engineer,Data Engineer II,Trainee Data Engineer [54 mo] → Associate Data Engineer [13 mo] → Data Engineer II [24 mo],7+ yrs,3,Pvt Ltd,10000+,"Docker, A/B testing",,39,,NA,No,None,1,24,LinkedIn,1,no_enrollment,No,"₹25,24,000","₹33,04,000",30 days,,46.2
CH-NVQ9Q4,Lavisha Kulkarni,lavisha.kulkarni764@gmail.com,+91 9580859069,36,2020,Indian Institute of Technology Delhi,Btech,,Hyderabad,Product Analyst,Product Analyst III,Junior Product Analyst [7 mo] > Product Analyst I [11 mo] > Product Analyst II [20 mo] > Product Analyst II [2 mo] > Product Analyst III [15 mo] > Senior Product Analyst [9 mo],5+ yrs,1,Pvt Ltd,<10,"A/B testing, sql, MS Excel, Dockerization",Oracle Java SE; Google Professional Data Engineer,0.38,6.1,4,N,0,1,12,Referral,1,no_enrollment,Yes,"$28,584","$38,148",45 days,Strong ownership; drove a cross-team initiative.,68.1
CH-4W4X7M,Vedika Chouhan,vedika.chouhan930@outlook.com,+91 9626616412,35,2022,IITB,BE,,Lucknow,Backend Engineer,Junior Software Engineer,Junior Software Engineer (2.2y),2.2 years,1,,,Jenkins | Hadoop | event streaming (Kafka) | postgres | flutter | Flask | REST APIs | Java 8 | fastapi | microservice architecture | version control | Cypress | python | Vue | Linux | Golang,,42.0 %,6.8,3,N,-,1,100,LinkedIn,2,no_enrollment,No,10.98L,12.0 LPA,1 month,,34.6
CH-GQ3XZX,Anirudh Pradhan,anirudh.pradhan452@rediffmail.com,+91 8845478688,57,2023,NSIT DELHI,B.Tech,STEM,Pune,Data Engineer,Junior Data Engineer,Junior Data Engineer [36 mo],3+ yrs,1,,,"Spark,kafka,pytorch,python,Apache Airflow,NumPy,Amazon Web Services,T-SQL",,48,73%,Outstanding,Y,None,1,172,Campus,,Full time course,No,"$9,021",INR 10.0 lakh,45 days,Consistently delivered ahead of sprint commitments.,59.5
CH-R9SRUK,Sunidhi Sonkar,sunidhi.sonkar393@rediffmail.com,+91 9895379688,37,2011,Bharathidasan University,B.Sc,STEM,Hyderabad,Backend Engineer,Associate Software Engineer,Trainee Software Engineer [73 mo] > Trainee Software Engineer [97 mo],14.1 yrs,3,Funded Startup,100-500,"JAVA,k8s,HTML,PYTHON",CKA; Coursera ML Specialization,0.69,5.9,3,0,-,1,11,Sourcing,1,no_enrollment,Yes,INR 22.4 lakh,28.06L,60 days,,42.1
CH-U5AB9Q,Lalita Tripathi,lalita.tripathi709@rediffmail.com,+91 9486859317,31,2015,IIT Bombay,Polytechnic Diploma,STEM,Vadodara,Backend Engineer,Software Engineer,Trainee (0.9y) → Associate Software Engineer (0.3y) → Software Engineer (1.2y) → Software Engineer II (1.0y),41 months,1,,,python 3 | Spring Boot | Java 8 | MSA | HDFS | T-SQL | rest api,,0.79,7.5,NA,Yes,0,1,108,LinkedIn,1,no_enrollment,No,"₹20,35,000",23.9 LPA,Immediate joiner,Interested in the Bengaluru office.,65.2
CH-CE5PED,Shikha Srivastava,shikha.srivastava851@yahoo.co.in,+91 9650505017,34,2015,NSIT Delhi,B.Sc,STEM,Madras,Backend Engineer,Tech Lead,Trainee Software Engineer (3.1y) | Trainee Software Engineer (2.1y) | Software Engineer II (1.9y) | Senior Software Engineer (0.6y) | Senior Software Engineer (0.8y) | Lead Software Engineer (1.6y) | Lead Software Engineer (0.7y),129 months,3,Pvt Ltd,50-99,"RESTful services,microservice architecture,FastAPI,PYTHON,T-SQL,psql,Core Java",Databricks Associate; AWS Certified Solutions Architect,77/100,7.8,4/5,1,-,2,10,LinkedIn,4,Full time course,No,INR 27.3 lakh,INR 35.0 lakh,Immediate joiner,Open to weekend shifts.,70.0
CH-T7ZHM5,Kishan Pathak,kishan.pathak779@rediffmail.com,+91 9455173142,31,2016,Indian Institute of Technology Delhi,B.Sc,STEM,Madras,Data Scientist,Data Scientist,Junior Data Scientist (0.9y) | Junior Data Scientist (1.1y) | Data Scientist II (2.8y) | Data Scientist (3.6y),8.4 yrs,6,Pvt Ltd,100-500,"Statistical Modelling, AB testing, MySQL, aws, Excel, PANDAS",Coursera ML Specialization,45,48%,4.0,Yes,1,1,90,Direct,2,no_enrollment,No,1737000,18.1 LPA,30 days,Prefers hybrid work. Communication in the panel round was unclear.,100.0
CH-LR745E,Gajanand Mukherjee,gajanand.mukherjee983@rediffmail.com,+91 7381971563,53,2013,Rajiv Gandhi University,B.E.,STEM,Gurgaon,Data Scientist,Data Science Manager,Data Scientist I (2.1y) > Senior Data Scientist (2.8y) > Data Scientist Lead (2.2y) > Principal Data Scientist (3.4y) > Manager - Data Science (2.1y),12.6 yrs,1,Public Sector,10000+,excel | K8s | T-SQL | python | AB testing | sklearn | Statistical Modelling,,44,,1.0,No,-,1,12,Campus,>4,no_enrollment,Yes,INR 29.7 lakh,INR 30.1 lakh,Serving notice - 15 days,Prefers product companies.,36.9
CH-D32G03,Prakhar Vishwakarma,prakhar.vishwakarma726@outlook.com,+91 6204630776,44,2019,"Indian Institute of Information Technology, Kota",Bachelor of Technology,,Visakhapatnam,Mobile Engineer,Mobile Developer II,Apprentice (0.4y) -> Trainee (1.2y) -> Mobile Developer (1.2y) -> Mobile Developer (1.5y),4.3,5,,,"postgres, Git, flutter, Django",Oracle Java SE,42,5.4,3,N,None,1,52,Other,1,Full time course,No,"₹25,63,000",34.0 LPA,60 days,Prefers hybrid work.,45.2
